wikidata_id,orgid,organization,code,division,department,email
,123981,Aristotle University of Thessaloniki,TAUF,Laboratory of Forest Botany - Geobotany,,eelefthe@for.auth.gr
,124349,Cranbrook Institute of Science,BLH,,,cwood@cranbrook.edu
,125311,Rotherham Heritage Services,RTHM,Rotherham Metropolitan Borough Council,,cliftonparkmuseum@rotherham.gov.uk
,124397,Department of Forestry,SAR,Forest Research Centre,,
,124034,Belarusian State University,MSKU,,Botany Department,"dzhus_maxim@mail.ru
botany@bsu.by"
,125429,National Academy of Sciences of Belarus,MSK,Institute of Experimental Botany,Flora and Systematic Laboratory,dvdubovik73@gmail.com
,125398,Museu Nacional de História Natural e da Ciência,LISU,Jardim Botânico,,aicorreia@fc.ul.pt
,125852,Salahiddin University,ARB,College of Science,Biology Department,
,73730,Dakota Wesleyan University,DWU,,Biology Department,
,148827,Alaska State Museum,JBCC,,,ellen.carrlee@alaska.gov
,124649,Grosvenor Museum,CHRG,Chester District Council,,
,126062,Stetson University,DLF,,Biology Department,
,125623,Forestry Department,PVNH,,,
,124546,"Forest Research Institute, Indian Council of Forestry Research and Education",DD,Botany Division,Systematic Botany Discipline,
,124901,Instituto de Pesquisas Científicas e Tecnológicas do Estado do Amapá,HAMAB,Divisão de Botánica,,
,126999,Western Carolina University,WCUH,,Department of Biology,kmathews@email.wcu.edu
,126902,University of Wisconsin,UWL,,Biology Department,
,125456,National Museum and Gallery,BBSUK,British Bryological Society,Natural Sciences,
,124173,Camberley Museum,CMBY,,,
,124906,Instituto do Meio Ambiente,MAC,Setor de Botânica,,rosalyralemos@gmail.com
,124424,Dorman Museum,MDH,,,zoe_wilson@middlesbrough.gov.uk
,124742,Herbarium Bradeanum,HB,,,herbariumbradeanum@yahoo.com.br
,124355,"Academy of Bioresources and Life Management, V.I. Vernadsky Crimean Federal University",CSAU,,Department of Phytobiology,an.yena@gmail.com
,126113,Tamil Nadu Agricultural University Campus at Coimbatore,MH,"Botanical Survey of India, Southern Regional Centre",,bsisc@rediffmail.com
,125307,Mpumalanga Tourism and Parks Agency,LYD,,,LYDherbarium@gmail.com
,126086,St. Xavier's College,BLAT,,Botany Department,blat@xaviers.edu
,125904,Shandong Normal University,SDNU,College of Life Sciences,,
,171373,Universidad de San Carlos de Guatemala,MICG,"Escuela de Química Biológica, Facultad de Ciencias Químicas y Farmacia",Departamento de Microbiología,biotah.usac@gmail.com
,126842,University of Texas at Austin,LL,,,
,124562,"Forest Service, Region 5, USDA",SFRF,Division of Range and Wildlife Management,,
,125454,National Institute of Science Communication and Information Resources,RHMD,Museum,,
,126741,University of Missouri,UMO,Division of Biological Sciences,Museum Support Center,
,124055,Birmingham Museums Trust,BIRA,,Curatorial Services,lukas.large@birminghammuseums.org.uk]
,124898,Instituto de Investigação Agronómica,LUA,,,
,137257,Teberda State Reserve,TEB,,,teberda@mail.svkchr.ru
,124078,Stavropol Botanical Garden,SBG,,Botany Department,
,125143,Dagestan University,LENUD,,Botany Department,
,124863,"Institute of Marine Geology and Geophysics, Far East Branch",SAK,Russian Academy of Sciences,Island Ecological Problems Department,
,126530,Université de Liège,LGHF,Station Scientifique des Hautes-Fagnes,,
,126054,Stavropol Museum of Local Studies,SMRS,,,
,127109,Belogorye Nature Reserve,BELZ,,,
,125499,Naturhistorisches Museum Mainz/Landessammlung für Naturkunde Rheinland-Pfalz,MNHM,,,naturhistorisches.museum@stadt.mainz.de
,125131,"Laurentian Forestry Centre, Canadian Forest Service",QFBE,,,
,125276,Mississippi Museum of Natural Science,MMNS,Conservation Biology Section,,
,124314,College of the Ozarks,SOTO,,Biology Department,rettig@cofo.edu
,126923,USDA/ARS,SWSL,Jamie Whitten Delta States Research Center,Southern Weed Science Research Unit,
,125286,Mongolian Academy of Sciences,UBA,Institute of Botany,Department of Plant Systematics and Flora,ibot@mongol.net
,165740,Islamic Azad University,IAUH,Science and Research Branch,Faculty of Basic Sciences,herbarium@srbiau.ac.ir
,126615,University of Burundi,BJA,,Biology Department,
,124063,Bodensee-Naturmuseum,KONL,,,Bodensee-Naturmuseum@stadt.konstanz.de
,125643,Pacific Union College,PUA,,Biology Department,awyrick@puc.edu
,126500,University of Heidelberg,HEID,Botanical Gardens and Herbarium,Centre for Organismal Studies,psack@hip.uni-hd.de
,126835,Kharazmi University,FAR,Faculty of Biological Sciences,Department of Plant Biology,ghahremaninejad@khu.ac.ir
,126369,Universidade Federal do Rio Grande do Sul,ICN,Campus do Vale - Bloco IV - Predio 43433,Departamento de Botânica,herbarioicn@ufrgs.br
,124419,Divisional Forest Office,FHK,Forestry Research Office,Department of Forestry,
,126222,Universidad Austral de Chile,VALD,Facultad de Ciencias,,herbario@uach.cl
,161480,Canadian Food Inspection Agency / Genotyping/Botany,CFIA,,,GenoBot@inspection.gc.ca
,123975,Arborétum Mlynany,MLY,Slovak Academy of Sciences,,
,139930,Muséum-Jardin des Sciences,MJSD,,,jlallemand@ville-dijon.fr
,126910,University of Zagreb,ZA,Faculty of Science,Department of Biology,ivana.resetnik@biol.pmf.hr
,126911,University of Zagreb,ZAHO,Faculty of Science,Department of Biology,ivana.resetnik@biol.pmf.hr
,126326,Universidade de São Paulo,SPFR,Faculdade de Filosofia Ciências e Letras de Ribeirão Preto,Departamento de Biologia,groppo@ffclrp.usp.br
,126041,St. Andrews University,SAPCL,,Biology Department,feldmants@sa.edu
,125340,Museo Ecuatoriano de Ciencias Naturales del Instituto Nacional de Biodiversidad,QCNE,,Sección Botánica,"efrain.freire@ambiente.gob.ec
efrainfreire@yahoo.com"
,126497,University of Kassel,KAS,,Institute of Biology,
,123896,Adyghe State University,MAY,,,mekedaherb@inbox.ru
,123892,Addis Ababa University,ETH,"Management, College of Natural Sciences",Department of Plant Biology and Biodiversity,"sebseb.demissew@gmail.com
sebsebe.demissew@aau.edu.et"
,126383,Universidad Nacional Agraría,ENAG,,Departamento de Ciencias Básicas,rosemr23@gmail.com
,126412,Universidad Nacional del Nordeste,CTESN,Facultad de Ciencias Exactas y Naturales y Agrimensura,,postmaster@exa.unne.edu.ar
,126274,Universidad de Guadalajara,IBUG,Instituto de Botánica,,"pcarreyes@gmail.com
pablo.carrillo@cucba.udg.mx"
,145574,"O. V. Fomin Botanical Garden of National Taras Schevchenko, National University of Kyiv",KWHU,,,"peregrym@ua.fm
botsad_fomin@ukr.net"
,134510,Sohag University,SHG,Faculty of Sciences,Botany Department,kadry3000@yahoo.com
,155640,Ecole Normale Supérieure de Nouakchott,HNM,,,ahmdous@yahoo.fr
,124726,Hebei Normal University,HBNU,,,shishuo@mail.hebtu.edu.cn
,125933,Shihezi University,SHI,,Biology Department,
,124520,Finnish Forest Research Institute,HFR,Vantaa Research Center,,
,124515,Far East Forestry Research Institute,CHAB,,,forest@fefri.khv.ru
,124966,"Museo Orto Botanico, Università degli Studi di Bari.",BI,,,
,124526,Florida Department of Agriculture and Consumer Services,PIHG,Division of Plant Industry,,Patti.Anderson@freshfromflorida.com
,124340,Cornell College,MOVC,,Biology Department,MCondon@cornellcollege.edu
,124783,Humboldt-Universität zu Berlin,BHU,AG Botanik und Arboretum,Institut für Biologie,aboretum@hu-berlin.de
,126416,Universidad Nacional de Río Cuarto,RIOC,Facultad de Agronomía y Veterinaria,,juanjocantero@gmail.com
,126413,Universidad Nacional de Loja,LOJA,Facultad de Ciencias Agrícolas,Departamento de Botánica y Ecología,herbario@unl.edu.ec
,125089,KwaZulu-Natal Nature Conservation Service,CPF,Biodiversity and Planning Research Division,,
,127009,Westfälische Wilhelms-Universität,MSUN,Institut für Botanik,,
,124144,Bündner Naturmuseum,CHUR,,,
,126215,"UNESP, Campus São José Rio Prêto",SJRP,,Departamento Zoologia e Botânica,dsampaio@ibilce.unesp.br
,125708,Pontificia Universidad Católica de Chile,SSUC,Facultad de Ciencias Biológicas,Departamento de Ecología,
,124798,"I. D. Papanin Institute for Biology of Inland Waters, Russian Academy of Sciences",IBIW,,,Herbarium_IBIW@mail.ru
,92625,University of Molise,IS,,Department of Bioscience and Territory,"fortini@unimol.it
piera.dimarzio@unimol.it"
,125258,Mills College,OMC,,Biology Department,bruce@mills.edu
,126360,Universidade Federal de Uberlândia,HUFU,,Instituto de Biologia,hufu@inbio.ufu.br
,157937,Crimean Natural Reserve,CNR,,,Marina-98500@yandex.ru
,155931,Regional Research Institute (Ay),JHS,,,rrijhansi@rediffmail.com
,126355,Universidade Federal de Pernambuco,URM,Centro de Ciências Biológicas,Departamento de Micologia,herbario_urm@yahoo.com.br
,125957,"Sichuan University, Jianghong Ran",SZ,College of Life Sciences,,rjhong-01@163.com
,124439,Eastbourne Museum,EBE,,,
,248457,Yosemite National Park,YM,National Park Service,,
,124024,"Bedford College, University of London",BCW,,,
,124417,"DIVEA, DEP, FEEMA",GUA,Serviço de Ecologia Aplicada,FEEMA,
,126862,University of the South,UOS,,Biology Department,
,124294,Clark University,CUW,,Biology Department,
,126219,United Services College,USCWH,Natural History Society,,
,126942,Victoria Jubilee Museum,CNE,,,
,125935,Shipley Art Gallery and Saltwell Tower Museum,GHD,Tyne and Wear County Council,,
,126063,Stewartry Museum,KBT,,,
,125184,Louth Public Library,LTHP,,,
,126072,St. Leonard's School,SLSK,,,
,126182,Tresco Abbey,TRES,,,
,126653,University of East Anglia,UEA,School of Biological Sciences,,
,125069,Knox College,KNOX,,Department of Biology,
,125236,McLean Museum and Art Gallery,GRK,Inverclyde Council,,
,126173,Torquay Museum,TOR,,,
,125676,Perth Museum and Art Gallery,PTH,,,museum@culturepk.org.uk
,126609,University of Bradford,BRAD,,Biology Department,M.R.D.Seaward@bradford.ac.uk
,124716,Haslemere Educational Museum,HME,,,
,125650,Palmengarten,FRP,,,
,126726,University of Massachusetts Dartmouth,HDSM,,,trajaniemi@umassd.edu
,125809,Royal Albert Memorial Museum,RAMM,,Leisure and Tourism Department,ramm.enquiries@exeter.gov.uk
,248410,Longwood Gardens,KEN,,Horticulture Department,pzale@longwoodgardens.org
,125973,Slovak University of Agriculture,NI,Faculty of Agrobiology and Food Resources,Department of Botany,pavol.elias.jun@gmail.com
,124250,Regional Museum Cheb,CHEB,,,"jiri.brabec@muzeumcheb.cz
jbrabcak@seznam.cz"
,124309,Colgate University,GRCH,,Biology Department,ffrey@colgate.edu
,125363,Museum,BMH,Bournemouth Natural Science Society,,contact@bnss.org.uk
,126064,St. Francis Xavier University,STFX,,Biology Department,btaylor@stfx.ca
,125821,"Royal Holloway College, University of London",ENG,School of Biological Sciences,,"B.Ferry@rhul.ac.uk
BiosciencesAdmin@rhul.ac.uk"
,124291,City of Birmingham Reference Library,BRFL,,,Archives.Heritage@birmingham.gov.uk
,125846,Saint Michael's College,SMCW,,Biology Department,
,123891,Adams State University,ALAM,,Biology Department,klduran@adams.edu
,126098,Swarthmore College,SWC,,Biology Department,jmachad1@swarthmore.edu
,126422,Universidad Nacional Mayor de San Marcos,USM,Museo de Historia Natural,Division de Botánica,herbariumusm@unmsm.edu.pe
,125509,Nicolaus Copernicus University,TRN,Faculty of Biology and Environment Protection,,daro@umk.pl
,124171,"California State University, Stanislaus",SHTC,,Department of Biological Sciences,agardner1@csustan.edu
,171716,Minot State University,MISU,,Department of Biology,alexey.shipunov@minotstateu.edu
,125372,Muséum d'Histoire Naturelle,NICE,,,
,124516,"Federal Research and Training Centre for Forests, Natural Hazards and Landscape (BFW)",WFBVA,Unit of Site and Vegetation Research,Department of Forest Ecology and Soils,franz.starlinger@bfw.gv.at
,124960,Irkutsk State University,IRKU,,Department of Botany and Genetics,victor.chepinoga@gmail.com
,126593,University of Aston,AST,Biology Division,,
,125774,Research Institute for Nature Management,RIN,,Botany Department,
,126454,Università degli Studi di Roma Tre,URT,,Dipartimento di Biologia,
,126427,"Universidad Pedagógico Félix Varela,",HPVC,,Departamento de Biología,
,124358,Croatian Natural History Museum,CNHM,,Botany Department,
,37569,l'Ecole de Faune de Garoua,HEFG,,,
,126471,Università di Sassari,SS,,Dipartimento di Scienze della Natura e del Territorio,erbario.unisassari@gmail.com
,126682,University of Illinois,CEL,Crop Evolution Laboratory,Crop Sciences Department,cwriggin@illinois.edu
,247399,"Klamath Falls Resource Area, BLM",KFRA,,,kjohnston@blm.gov
,127094,Yu. Fedcovich Chernivtsi State University,CHER,,Botany Department,
,124260,"Chengdu Institute of Biology, Chinese Academy of Sciences",CDBI,College of Life Sciences,,
,249046,Tibet Plateau Institute of Biology,AF,,,AFtpib@126.com
,126083,Stromness Museum,STS,Orkney Natural History Society,,janette.park@orkney.gov.uk
,158628,Catalina Island Conservancy,CATA,,,jmack@catalinaconservancy.org
,123888,Adam Mickiewicz University,POZG,The Natural History Collections Faculty,,
,151017,"Department of Pharmacognosy, Universität Wien",WUP,,,christoph.dobes@univie.ac.at
,126017,"Southern Research Station, USDA Forest Service",CHAS,Center for Forested Wetlands Research,,
,126762,University of North Carolina at Chapel Hill,IMS,Institute of Marine Sciences,,
,124500,Eton College Museum,ETON,,,g.fussey@etoncollege.org.uk
,126047,State University of New York College at Cortland,CORT,,Biological Sciences Department,tim.baroni@cortland.edu
,126965,Východoceské muzeum Pardubice,MP,Prírodevedecké oddelení,,safarova@vcm.cz
,126538,Aix-Marseille Université,MARS,Faculté des Sciences de Saint-Charles,"Laboratoire de Botanique, Case 4",
,124191,Carleton College,CARL,,Biology Department,
,126117,Tarleton State University,TAC,,Biological Sciences Department,nelson@tarleton.edu
,173326,Sri Venkateswara University,SVUTY,,,svuhbotany@gmail.com
,125661,Pasadena City College,PASA,,Life Sciences Department,
,126590,University of Arkansas at Little Rock,LRU,,Biology Department,
,123972,Aquinas College,AQC,,Biology Department,
,127080,Yavapai College,YCH,,,
,126489,"University of Agricultural Sciences and Veterinary Medicine  ""Ion Ionescu de la Brad""",IASI,Discipline of Botany,Department of Plant Sciences,"csirbu@uaiasi.ro
csirbu@uaiasi.ro"
,156053,Dr. Babasaheb Ambedkar Marathwada University,BAMU,Department of Botany,,arvindsdhabe@gmail.com
,163944,Landesmuseum Natur und Mensch,LMO,,,
,126906,University of Wollongong,WOLL,,Department of Biological Sciences,
,124914,Instituto Nacional de Biodiversidad,INB,,,
,152271,Institute of Tropical Biology,VNM,,,dvsonitb@yahoo.com.vn or dvsonitb@gmail.com
,126508,Universität Osnabrück,OSBU,Fachbereich Biologie, Botanik,
,126328,Faculdade Redentor,GFJP,,,
,126936,Vanderbilt University,VDB,,Department of Biological Sciences,
,124312,Utah State University -- Eastern,PRI,,Biology Department,
,125830,University of Copenhagen,CP,Faculty of Life Sciences,Department of Plant and Environmental Sciences,
,126183,Tribhuvan University,TUCH,,Central Department of Botany,sk.ghimire@cdbtu.edu.np
,124548,Forest Research Institute,RAF,,,
,125844,Saint Mary's College,WINO,,Biology Department,
,124422,"Division of State Parks, Missouri Department of Natural Resources",MODNR,,Department of Natural Resources,
,126779,University of Ottawa,OTT,,Department of Biology,
,126591,University of Arkansas at Monticello,UAM,School of Mathematical and Natural Sciences,Turner Neal Museum of Natural History,sundell@uamont.edu
,125280,Missouri Southern State College,MCJ,,Biology Department,
,126635,University of Central Arkansas,UCAC,,Department of Biology,rnoyes@uca.edu
,124107,Bowling Green State University,BGSU,,Biological Sciences Department,hmichae@bgsu.edu
,153904,Disney Wilderness Preserve/The Nature Conservancy,DWP,,,Dhusband@TNC.ORG
,126049,State University of New York,SYRF,College of Environmental Science and Forestry,,aweir@esf.edu
,127107,Západoceské muzeum,PL,Botanické oddelení,,"opeksa@zcm.cz
botanika@zcm.cz"
